"","State","Region","Retail...recreation","Grocery...pharmacy","Parks","Transit.stations","Workplaces","Residential"
"452","Georgia","McIntosh County",-49,0,NA,NA,-39,NA
"453","Georgia","Meriwether County",-21,-4,NA,NA,-26,NA
"454","Georgia","Miller County",-58,NA,NA,NA,-30,NA
"455","Georgia","Mitchell County",-21,-25,NA,NA,-13,NA
"456","Georgia","Monroe County",-39,3,11,-35,-32,-2
"457","Georgia","Montgomery County",NA,-7,NA,NA,-26,NA
"458","Georgia","Morgan County",-33,-14,NA,-27,-30,NA
"459","Georgia","Murray County",-18,1,NA,NA,-25,13
"460","Georgia","Muscogee County",-44,-8,19,-56,-29,9
"461","Georgia","Newton County",-31,-14,-13,NA,-36,10
"462","Georgia","Oconee County",-46,-7,NA,NA,-37,0
"463","Georgia","Oglethorpe County",NA,0,NA,NA,-41,NA
"464","Georgia","Paulding County",-34,-25,-55,NA,-36,11
"465","Georgia","Peach County",-39,-16,NA,-24,-33,7
"466","Georgia","Pickens County",-27,-16,NA,NA,-30,9
"467","Georgia","Pierce County",-48,-14,NA,NA,-26,NA
"468","Georgia","Pike County",-38,3,NA,NA,-38,NA
"469","Georgia","Polk County",-21,-4,NA,NA,-31,12
"470","Georgia","Pulaski County",-54,-12,NA,NA,-31,NA
"471","Georgia","Putnam County",-3,2,NA,-59,-28,NA
"472","Georgia","Rabun County",-42,-2,37,NA,-40,NA
"473","Georgia","Randolph County",-64,NA,NA,NA,-32,NA
"474","Georgia","Richmond County",-40,-5,26,-51,-31,8
"475","Georgia","Rockdale County",-43,-11,-18,NA,-39,12
"476","Georgia","Schley County",NA,NA,NA,NA,-36,NA
"477","Georgia","Screven County",-37,0,NA,NA,-29,NA
"478","Georgia","Seminole County",-7,-18,NA,NA,-22,NA
"479","Georgia","Spalding County",-27,-13,NA,NA,-31,8
"480","Georgia","Stephens County",-24,-9,NA,NA,-27,1
"481","Georgia","Sumter County",-29,-25,NA,NA,-21,1
"482","Georgia","Talbot County",NA,NA,-9,NA,-29,NA
"483","Georgia","Tattnall County",-32,3,NA,NA,-23,NA
"484","Georgia","Taylor County",NA,4,NA,NA,-15,NA
"485","Georgia","Telfair County",-55,0,NA,NA,-28,NA
"486","Georgia","Terrell County",-27,-17,NA,NA,-33,NA
"487","Georgia","Thomas County",-35,-9,NA,NA,-28,15
"488","Georgia","Tift County",-40,-26,NA,-24,-25,14
"489","Georgia","Toombs County",-31,-12,NA,NA,-23,-2
"490","Georgia","Towns County",-38,-3,NA,NA,-22,NA
"491","Georgia","Treutlen County",NA,-4,NA,NA,-26,NA
"492","Georgia","Troup County",-36,-10,NA,-28,-27,10
"493","Georgia","Turner County",-61,23,NA,-22,-23,NA
"494","Georgia","Twiggs County",NA,NA,NA,NA,-36,NA
"495","Georgia","Union County",-30,11,22,NA,-36,NA
"496","Georgia","Upson County",-25,-8,NA,NA,-36,-4
"497","Georgia","Walker County",-20,7,-28,NA,-28,15
"498","Georgia","Walton County",-28,7,NA,NA,-35,9
"499","Georgia","Ware County",-39,-18,NA,NA,-23,11
"500","Georgia","Warren County",NA,NA,NA,NA,-32,NA
"501","Georgia","Washington County",-12,-31,NA,NA,-13,NA
"502","Georgia","Wayne County",-30,-8,NA,NA,-33,-2
"503","Georgia","White County",-43,-2,-16,NA,-29,9
"504","Georgia","Whitfield County",-34,-7,-45,-23,-25,9
"505","Georgia","Wilcox County",NA,13,NA,NA,-24,NA
"506","Georgia","Wilkes County",-31,-14,NA,NA,-22,NA
"507","Georgia","Wilkinson County",NA,0,NA,NA,-24,NA
"508","Georgia","Worth County",-28,-9,NA,NA,-28,NA
"509","Hawaii","Total",-56,-36,-65,-72,-45,16
"510","Hawaii","Hawaii County",-61,-47,-77,-84,-41,15
"511","Hawaii","Honolulu County",-53,-32,-58,-69,-44,16
"512","Hawaii","Kauai County",-69,-53,-74,-83,-48,26
"513","Hawaii","Maui County",-64,-40,-73,-85,-54,17
"514","Idaho","Total",-42,-18,25,-34,-38,10
"515","Idaho","Ada County",-49,-23,33,-54,-43,11
"516","Idaho","Bannock County",-39,-24,-6,-28,-37,9
"517","Idaho","Bear Lake County",-53,NA,NA,NA,-36,NA
"518","Idaho","Benewah County",-65,4,NA,NA,-35,NA
"519","Idaho","Bingham County",-21,-13,NA,NA,-38,14
"520","Idaho","Blaine County",-83,-48,NA,-49,-62,NA
"521","Idaho","Boise County",-62,NA,-50,NA,-48,NA
"522","Idaho","Bonner County",-40,-34,-22,NA,-38,14
"523","Idaho","Bonneville County",-38,-11,59,-21,-34,9
"524","Idaho","Boundary County",-23,-9,NA,NA,-18,NA
"525","Idaho","Canyon County",-41,-15,35,-15,-37,9
"526","Idaho","Caribou County",-50,-2,NA,NA,-27,NA
"527","Idaho","Cassia County",-7,-10,NA,NA,-26,0
"528","Idaho","Clearwater County",-61,0,NA,NA,-28,NA
"529","Idaho","Elmore County",-35,-9,NA,-25,-29,14
"530","Idaho","Franklin County",-6,-4,NA,NA,-27,NA
"531","Idaho","Fremont County",-36,-5,-33,NA,-57,NA
"532","Idaho","Gem County",-20,-25,NA,NA,-34,NA
"533","Idaho","Gooding County",-42,-10,NA,NA,-21,NA
"534","Idaho","Idaho County",-60,-12,NA,NA,-46,NA
"535","Idaho","Jefferson County",-39,-10,-56,NA,-45,9
"536","Idaho","Jerome County",-8,-44,NA,-13,-27,6
"537","Idaho","Kootenai County",-42,-20,26,-18,-40,10
"538","Idaho","Latah County",-54,-33,NA,NA,-47,20
"539","Idaho","Lemhi County",-26,-20,NA,NA,-28,NA
"540","Idaho","Lincoln County",NA,NA,NA,NA,-44,NA
"541","Idaho","Madison County",-29,-19,NA,NA,-59,20
"542","Idaho","Minidoka County",-43,10,NA,-11,-33,1
"543","Idaho","Nez Perce County",-46,-14,-24,-55,-31,18
"544","Idaho","Oneida County",NA,NA,NA,NA,-42,NA
"545","Idaho","Owyhee County",-14,13,NA,NA,-20,NA
"546","Idaho","Payette County",-33,-10,NA,NA,-26,5
"547","Idaho","Power County",NA,-7,NA,NA,-34,NA
"548","Idaho","Shoshone County",-31,4,NA,NA,-31,NA
"549","Idaho","Teton County",-73,-20,NA,NA,-47,NA
"550","Idaho","Twin Falls County",-43,-13,-6,NA,-25,8
"551","Idaho","Valley County",-86,-58,-57,NA,-60,NA
"552","Idaho","Washington County",-23,-15,NA,NA,-39,NA
"553","Illinois","Total",-53,-24,-29,-55,-39,13
"554","Illinois","Adams County",-42,-15,NA,-30,-27,16
"555","Illinois","Alexander County",NA,NA,NA,NA,-30,NA
"556","Illinois","Bond County",-36,-2,NA,-5,-21,NA
"557","Illinois","Boone County",-41,-23,NA,-65,-38,21
"558","Illinois","Bureau County",-43,-9,NA,NA,-25,3
"559","Illinois","Carroll County",-60,-9,NA,NA,-32,NA
"560","Illinois","Cass County",-21,-10,NA,NA,-6,NA
"561","Illinois","Champaign County",-54,-29,44,-48,-40,13
"562","Illinois","Christian County",-31,-30,NA,NA,-20,9
"563","Illinois","Clark County",-28,NA,NA,-15,-32,NA
"564","Illinois","Clay County",-25,NA,NA,NA,-27,NA
"565","Illinois","Clinton County",-28,-4,NA,NA,-29,14
"566","Illinois","Coles County",-35,-11,NA,NA,-27,18
"567","Illinois","Cook County",-58,-26,-45,-63,-45,15
"568","Illinois","Crawford County",-24,2,NA,NA,-27,NA
"569","Illinois","Cumberland County",-65,NA,NA,-23,-33,NA
"570","Illinois","De Witt County",-65,-29,NA,NA,-22,NA
"571","Illinois","DeKalb County",-52,-20,NA,NA,-37,14
"572","Illinois","Douglas County",-53,-3,NA,NA,-30,NA
"573","Illinois","DuPage County",-60,-29,-42,-51,-45,15
"574","Illinois","Edgar County",-25,-20,NA,NA,-38,NA
"575","Illinois","Edwards County",NA,NA,NA,NA,-39,NA
"576","Illinois","Effingham County",-42,-2,NA,-26,-36,12
"577","Illinois","Fayette County",-33,-16,NA,NA,-19,NA
"578","Illinois","Ford County",-59,-18,NA,NA,-22,NA
"579","Illinois","Franklin County",-17,9,NA,-34,-28,14
"580","Illinois","Fulton County",-37,-19,NA,NA,-26,17
"581","Illinois","Greene County",-46,-2,NA,NA,-21,NA
"582","Illinois","Grundy County",-43,-24,NA,-22,-34,19
"583","Illinois","Hamilton County",-50,NA,NA,NA,-33,NA
"584","Illinois","Hancock County",-44,-16,NA,NA,-24,NA
"585","Illinois","Henderson County",NA,NA,NA,NA,-23,NA
"586","Illinois","Henry County",-44,-18,NA,-35,-31,18
"587","Illinois","Iroquois County",-38,-2,NA,-39,-24,3
"588","Illinois","Jackson County",-47,-14,22,NA,-33,18
"589","Illinois","Jasper County",-41,NA,NA,NA,-27,NA
"590","Illinois","Jefferson County",-37,-21,NA,-10,-39,14
"591","Illinois","Jersey County",-39,10,NA,NA,-23,NA
"592","Illinois","Jo Daviess County",-59,-13,NA,NA,-38,NA
"593","Illinois","Johnson County",-22,NA,-20,NA,-35,NA
"594","Illinois","Kane County",-57,-27,-20,-46,-39,14
"595","Illinois","Kankakee County",-48,-20,NA,-15,-29,11
"596","Illinois","Kendall County",-46,-28,-25,NA,-38,17
"597","Illinois","Knox County",-50,3,NA,-31,-32,16
"598","Illinois","LaSalle County",-53,0,-62,-18,-32,11
"599","Illinois","Lake County",-57,-25,-36,-58,-41,14
"600","Illinois","Lawrence County",-17,NA,NA,NA,-17,NA
"601","Illinois","Lee County",-39,-18,NA,NA,-24,13
"602","Illinois","Livingston County",-44,-1,NA,NA,-27,17
"603","Illinois","Logan County",-40,-31,NA,NA,-25,6
"604","Illinois","Macon County",-43,-14,NA,-20,-30,10
"605","Illinois","Macoupin County",-40,1,NA,NA,-30,17
"606","Illinois","Madison County",-39,-17,58,-24,-34,10
"607","Illinois","Marion County",-39,-5,NA,NA,-33,14
"608","Illinois","Marshall County",-72,NA,NA,NA,-39,NA
"609","Illinois","Mason County",-32,4,NA,NA,-27,NA
"610","Illinois","Massac County",-48,-18,NA,NA,-22,NA
"611","Illinois","McDonough County",-40,-13,NA,NA,-28,0
"612","Illinois","McHenry County",-54,-23,-26,-61,-38,13
"613","Illinois","McLean County",-53,-28,1,-37,-41,12
"614","Illinois","Menard County",-62,NA,NA,NA,-42,NA
"615","Illinois","Mercer County",-63,NA,NA,NA,-33,NA
"616","Illinois","Monroe County",-37,-12,NA,NA,-33,16
"617","Illinois","Montgomery County",-37,-13,NA,NA,-28,1
"618","Illinois","Morgan County",-39,-3,NA,-14,-34,6
"619","Illinois","Moultrie County",-56,NA,NA,NA,-26,NA
"620","Illinois","Ogle County",-46,-9,NA,NA,-27,17
"621","Illinois","Peoria County",-50,-19,-16,-45,-35,11
"622","Illinois","Perry County",-35,-4,NA,NA,-28,NA
"623","Illinois","Piatt County",-55,NA,NA,NA,-26,NA
"624","Illinois","Pike County",-36,-11,NA,NA,-19,NA
"625","Illinois","Pulaski County",NA,NA,NA,NA,-33,NA
"626","Illinois","Putnam County",NA,NA,NA,NA,-38,NA
"627","Illinois","Randolph County",-24,9,NA,NA,-24,10
"628","Illinois","Richland County",-32,-11,NA,NA,-19,NA
"629","Illinois","Rock Island County",-50,0,-55,-57,-36,10
"630","Illinois","Saline County",-20,1,NA,NA,-24,NA
"631","Illinois","Sangamon County",-47,-18,31,-38,-36,10
"632","Illinois","Schuyler County",-55,NA,NA,NA,-29,NA
"633","Illinois","Shelby County",-20,NA,NA,NA,-31,NA
"634","Illinois","St. Clair County",-45,-13,52,-26,-34,10
"635","Illinois","Stark County",NA,NA,NA,NA,-36,NA
"636","Illinois","Stephenson County",-44,-27,NA,NA,-30,17
"637","Illinois","Tazewell County",-41,-9,-15,NA,-33,11
"638","Illinois","Union County",-8,-5,NA,NA,-23,NA
"639","Illinois","Vermilion County",-39,-15,NA,-31,-26,9
"640","Illinois","Wabash County",-33,-17,NA,NA,-32,NA
"641","Illinois","Warren County",-48,0,NA,NA,-20,NA
"642","Illinois","Washington County",-58,0,NA,NA,-40,NA
"643","Illinois","Wayne County",-30,-8,NA,NA,-24,NA
"644","Illinois","White County",-23,-7,NA,NA,-23,NA
"645","Illinois","Whiteside County",-53,-24,NA,NA,-30,18
"646","Illinois","Will County",-54,-27,-36,-28,-36,14
"647","Illinois","Williamson County",-33,-15,-45,-16,-32,17
"648","Illinois","Winnebago County",-47,-30,-40,-40,-36,11
"649","Illinois","Woodford County",-61,-5,NA,NA,-34,15
"650","Indiana","Total",-48,-25,24,-34,-36,11
"651","Indiana","Adams County",-43,-25,NA,NA,-33,8
"652","Indiana","Allen County",-54,-36,13,-44,-39,12
"653","Indiana","Bartholomew County",-49,-30,10,-28,-45,26
"654","Indiana","Benton County",NA,NA,NA,NA,-42,NA
"655","Indiana","Blackford County",-51,-17,NA,NA,-24,NA
"656","Indiana","Boone County",-51,-28,NA,-19,-39,26
"657","Indiana","Brown County",-68,-4,NA,NA,-37,NA
"658","Indiana","Carroll County",-52,-14,NA,NA,-38,NA
"659","Indiana","Cass County",-38,-17,NA,NA,-34,18
"660","Indiana","Clark County",-48,-10,64,-14,-36,10
"661","Indiana","Clay County",-33,-35,NA,-21,-32,-1
"662","Indiana","Clinton County",-36,-30,NA,NA,-30,19
"663","Indiana","Crawford County",-58,-16,NA,-38,-36,NA
"664","Indiana","Daviess County",-40,-5,NA,NA,-25,8
"665","Indiana","DeKalb County",-50,-18,NA,NA,-34,22
"666","Indiana","Dearborn County",-35,-11,NA,NA,-42,22
"667","Indiana","Decatur County",-45,-26,NA,-35,-43,11
"668","Indiana","Delaware County",-52,-28,NA,1,-36,10
"669","Indiana","Dubois County",-40,-19,NA,NA,-29,21
"670","Indiana","Elkhart County",-43,-35,18,-19,-35,10
"671","Indiana","Fayette County",-32,-21,NA,NA,-35,6
"672","Indiana","Floyd County",-39,-21,NA,NA,-38,21
"673","Indiana","Fountain County",-65,-10,NA,NA,-36,NA
"674","Indiana","Franklin County",-38,-28,NA,NA,-36,NA
"675","Indiana","Fulton County",-33,-19,NA,-54,-31,NA
"676","Indiana","Gibson County",-35,-19,NA,-29,-29,11
"677","Indiana","Grant County",-46,-17,NA,-13,-22,17
"678","Indiana","Greene County",-33,-23,NA,NA,-29,5
"679","Indiana","Hamilton County",-58,-31,38,NA,-47,13
"680","Indiana","Hancock County",-46,9,NA,-12,-38,24
"681","Indiana","Harrison County",-44,-8,NA,NA,-30,20
"682","Indiana","Hendricks County",-47,-26,-13,-19,-39,12
"683","Indiana","Henry County",-32,-19,NA,-28,-31,21
"684","Indiana","Howard County",-56,-36,NA,NA,-47,14
"685","Indiana","Huntington County",-47,-29,NA,-46,-34,21
"686","Indiana","Jackson County",-24,-55,NA,-6,-41,22
"687","Indiana","Jasper County",-44,-24,NA,-22,-33,15
"688","Indiana","Jay County",-40,-35,NA,NA,-22,NA
"689","Indiana","Jefferson County",-37,-1,NA,NA,-23,14
"690","Indiana","Jennings County",-26,-11,NA,NA,-37,12
"691","Indiana","Johnson County",-51,-22,-5,-24,-37,11
"692","Indiana","Knox County",-44,-15,NA,NA,-31,14
"693","Indiana","Kosciusko County",-52,-24,NA,NA,-33,23
"694","Indiana","LaGrange County",-70,-25,-46,-32,-36,9
"695","Indiana","LaPorte County",-49,-24,-23,-43,-32,10
"696","Indiana","Lake County",-52,-27,-18,-25,-38,13
"697","Indiana","Lawrence County",-41,-23,NA,NA,-34,17
"698","Indiana","Madison County",-44,-12,NA,-27,-35,10
"699","Indiana","Marion County",-52,-27,17,-49,-38,11
"700","Indiana","Marshall County",-48,-19,NA,-26,-25,21
"701","Indiana","Martin County",-40,-4,NA,NA,-36,NA
"702","Indiana","Miami County",-43,-27,NA,NA,-39,16
"703","Indiana","Monroe County",-53,-33,39,-40,-42,12
"704","Indiana","Montgomery County",-40,-25,NA,-35,-31,16
"705","Indiana","Morgan County",-39,-12,NA,NA,-32,20
"706","Indiana","Newton County",-45,NA,NA,NA,-27,NA
"707","Indiana","Noble County",-42,-26,NA,NA,-42,23
"708","Indiana","Ohio County",NA,NA,NA,NA,-53,NA
"709","Indiana","Orange County",-41,-19,NA,NA,-45,NA
"710","Indiana","Owen County",-30,-21,NA,NA,-29,NA
"711","Indiana","Parke County",-44,-2,NA,NA,-37,NA
"712","Indiana","Perry County",-59,-4,NA,NA,-45,NA
"713","Indiana","Pike County",-54,-7,NA,NA,-39,NA
"714","Indiana","Porter County",-54,-28,20,-39,-34,13
"715","Indiana","Posey County",-25,6,NA,NA,-22,-1
"716","Indiana","Pulaski County",-33,-23,NA,NA,-34,NA
"717","Indiana","Putnam County",-45,-31,NA,NA,-26,11
"718","Indiana","Randolph County",-24,-14,NA,NA,-28,8
"719","Indiana","Ripley County",-46,-18,NA,NA,-27,0
"720","Indiana","Rush County",-44,-11,NA,NA,-35,NA
"721","Indiana","Scott County",-30,-8,NA,NA,-33,3
"722","Indiana","Shelby County",-46,-18,NA,-43,-32,21
"723","Indiana","Spencer County",-45,15,NA,NA,-24,NA
"724","Indiana","St. Joseph County",-53,-26,-17,-37,-35,11
"725","Indiana","Starke County",-50,-10,NA,NA,-25,NA
"726","Indiana","Steuben County",-49,-32,NA,-29,-37,19
"727","Indiana","Sullivan County",-38,-17,NA,NA,-20,NA
"728","Indiana","Switzerland County",NA,-34,NA,NA,-44,NA
"729","Indiana","Tippecanoe County",-57,-37,5,-27,-41,12
"730","Indiana","Tipton County",-46,-22,NA,NA,-33,NA
"731","Indiana","Union County",-55,NA,NA,NA,-39,NA
"732","Indiana","Vanderburgh County",-41,-16,-16,-53,-29,10
"733","Indiana","Vermillion County",-34,4,NA,-32,-20,NA
"734","Indiana","Vigo County",-47,-24,-12,-9,-36,9
"735","Indiana","Wabash County",-50,-36,NA,NA,-26,8
"736","Indiana","Warren County",NA,NA,NA,NA,-32,NA
"737","Indiana","Warrick County",-23,-1,NA,NA,-30,22
"738","Indiana","Washington County",-27,-22,NA,NA,-25,11
"739","Indiana","Wayne County",-48,-30,NA,-18,-32,12
"740","Indiana","Wells County",-35,-12,NA,NA,-29,11
"741","Indiana","White County",-38,-12,NA,-22,-39,6
"742","Indiana","Whitley County",-45,-34,NA,NA,-32,22
"743","Iowa","Total",-43,-10,41,-28,-29,10
"744","Iowa","Adair County",-46,-3,NA,NA,-33,NA
"745","Iowa","Allamakee County",-57,-27,NA,NA,-22,NA
"746","Iowa","Appanoose County",-21,26,NA,NA,-24,NA
"747","Iowa","Audubon County",NA,NA,NA,NA,-28,NA
"748","Iowa","Benton County",-54,-10,NA,NA,-33,8
"749","Iowa","Black Hawk County",-46,-23,11,-14,-30,10
"750","Iowa","Boone County",-32,-21,NA,NA,-22,14
"751","Iowa","Bremer County",-36,-24,NA,NA,-34,-1
"752","Iowa","Buchanan County",-39,-13,NA,NA,-23,NA
"753","Iowa","Buena Vista County",-28,-6,NA,NA,-13,NA
"754","Iowa","Butler County",NA,-15,NA,NA,-30,NA
"755","Iowa","Calhoun County",NA,-12,NA,NA,-29,NA
"756","Iowa","Carroll County",-34,-4,NA,NA,-29,NA
"757","Iowa","Cass County",-23,-6,NA,NA,-16,NA
"758","Iowa","Cedar County",-44,-23,NA,14,-18,NA
"759","Iowa","Cerro Gordo County",-46,-13,NA,-44,-29,17
"760","Iowa","Cherokee County",-75,NA,NA,NA,-20,NA
"761","Iowa","Chickasaw County",-56,-28,NA,NA,-25,NA
"762","Iowa","Clarke County",-30,NA,NA,-29,-17,NA
"763","Iowa","Clay County",-27,-18,NA,NA,-17,NA
"764","Iowa","Clayton County",-61,-12,NA,NA,-19,NA
"765","Iowa","Clinton County",-41,18,NA,NA,-24,16
"766","Iowa","Crawford County",-34,NA,NA,NA,-23,NA
"767","Iowa","Dallas County",-60,-40,NA,NA,-34,25
"768","Iowa","Davis County",-64,NA,NA,NA,-21,NA
"769","Iowa","Decatur County",NA,NA,NA,NA,-25,NA
"770","Iowa","Delaware County",-40,-20,NA,NA,-22,NA
"771","Iowa","Des Moines County",-40,-7,NA,-32,-24,14
"772","Iowa","Dickinson County",-29,-2,-50,NA,-20,NA
"773","Iowa","Dubuque County",-53,-9,-25,-63,-34,15
"774","Iowa","Emmet County",-42,11,NA,NA,-32,NA
"775","Iowa","Fayette County",-36,-11,NA,NA,-20,NA
"776","Iowa","Floyd County",-40,-21,NA,-9,-16,NA
"777","Iowa","Franklin County",-47,-16,NA,NA,-25,NA
"778","Iowa","Fremont County",-65,-9,NA,-16,-15,NA
"779","Iowa","Greene County",-51,2,NA,NA,-31,NA
"780","Iowa","Grundy County",-70,-33,NA,NA,-29,NA
"781","Iowa","Guthrie County",NA,NA,NA,NA,-34,NA
"782","Iowa","Hamilton County",-27,-6,NA,-39,-6,NA
"783","Iowa","Hancock County",NA,-22,NA,NA,-34,NA
"784","Iowa","Hardin County",-52,15,NA,NA,-25,NA
