"","State","Region","Retail...recreation","Grocery...pharmacy","Parks","Transit.stations","Workplaces","Residential"
"1636","New Mexico","Doña Ana County",-41,-19,-15,-34,-33,12
"1637","New Mexico","Eddy County",-38,-20,-39,-35,-20,12
"1638","New Mexico","Grant County",-35,-9,NA,NA,-25,2
"1639","New Mexico","Guadalupe County",-39,-30,NA,-9,NA,NA
"1640","New Mexico","Hidalgo County",-57,NA,NA,-31,NA,NA
"1641","New Mexico","Lea County",-44,-9,-24,-34,-26,13
"1642","New Mexico","Lincoln County",-71,-41,-72,NA,-48,NA
"1643","New Mexico","Los Alamos County",-70,-33,NA,NA,-53,NA
"1644","New Mexico","Luna County",-41,-16,-45,-22,-22,NA
"1645","New Mexico","McKinley County",-41,1,NA,-13,-20,22
"1646","New Mexico","Otero County",-39,-25,-58,NA,-36,19
"1647","New Mexico","Quay County",-10,-4,NA,-7,-25,NA
"1648","New Mexico","Rio Arriba County",-30,-20,NA,NA,-37,12
"1649","New Mexico","Roosevelt County",-31,-23,NA,NA,-22,NA
"1650","New Mexico","San Juan County",-42,-15,2,-38,-26,10
"1651","New Mexico","San Miguel County",-29,-22,NA,-41,-29,-1
"1652","New Mexico","Sandoval County",-34,-13,3,-28,-42,11
"1653","New Mexico","Santa Fe County",-52,-23,-23,-51,-44,12
"1654","New Mexico","Sierra County",-44,-4,NA,NA,-24,NA
"1655","New Mexico","Socorro County",-42,-8,NA,NA,-36,NA
"1656","New Mexico","Taos County",-59,-29,-36,NA,-52,1
"1657","New Mexico","Torrance County",-24,-7,NA,-8,-25,NA
"1658","New Mexico","Union County",NA,NA,NA,-34,NA,NA
"1659","New Mexico","Valencia County",-38,-8,-10,-21,-33,13
"1660","New York","Total",-62,-32,-47,-68,-46,16
"1661","New York","Albany County",-59,-30,-15,-64,-36,13
"1662","New York","Allegany County",-40,-15,NA,NA,-33,18
"1663","New York","Bronx County",-64,-30,-51,-55,-50,16
"1664","New York","Broome County",-51,-27,5,-43,-34,11
"1665","New York","Cattaraugus County",-40,-15,-37,NA,-32,18
"1666","New York","Cayuga County",-39,-15,NA,-49,-29,20
"1667","New York","Chautauqua County",-33,-8,-22,NA,-26,8
"1668","New York","Chemung County",-48,-14,NA,-58,-29,14
"1669","New York","Chenango County",-38,-12,NA,NA,-23,20
"1670","New York","Clinton County",-52,-18,NA,-67,-29,18
"1671","New York","Columbia County",-51,-40,NA,-36,-35,19
"1672","New York","Cortland County",-42,-9,NA,NA,-31,22
"1673","New York","Delaware County",-48,-23,NA,NA,-29,10
"1674","New York","Dutchess County",-54,-28,-34,-72,-38,14
"1675","New York","Erie County",-52,-23,64,-49,-37,10
"1676","New York","Essex County",-68,-35,-70,NA,-48,3
"1677","New York","Franklin County",-44,-18,NA,NA,-34,17
"1678","New York","Fulton County",-38,-25,NA,NA,-23,15
"1679","New York","Genesee County",-25,-22,NA,-56,-27,20
"1680","New York","Greene County",-46,-30,-48,NA,-36,17
"1681","New York","Herkimer County",-45,-19,NA,-70,-34,18
"1682","New York","Jefferson County",-48,-24,NA,NA,-27,9
"1683","New York","Kings County",-68,-33,-55,-63,-51,18
"1684","New York","Lewis County",-49,-17,NA,NA,-29,NA
"1685","New York","Livingston County",-36,-7,NA,-37,-30,21
"1686","New York","Madison County",-40,-18,NA,-62,-36,22
"1687","New York","Monroe County",-48,-27,115,-41,-36,11
"1688","New York","Montgomery County",-40,-20,NA,2,-23,17
"1689","New York","Nassau County",-66,-34,-60,-69,-47,19
"1690","New York","New York County",-86,-51,-79,-78,-57,19
"1691","New York","Niagara County",-40,-15,14,-59,-33,10
"1692","New York","Oneida County",-45,-25,-6,-50,-33,10
"1693","New York","Onondaga County",-53,-29,38,-55,-36,11
"1694","New York","Ontario County",-55,-21,-26,-62,-35,9
"1695","New York","Orange County",-58,-38,-24,-61,-40,15
"1696","New York","Orleans County",-22,-7,NA,NA,-27,19
"1697","New York","Oswego County",-39,-14,15,NA,-26,10
"1698","New York","Otsego County",-49,-29,NA,NA,-36,19
"1699","New York","Putnam County",-54,-31,-36,-69,-40,28
"1700","New York","Queens County",-69,-37,-52,-75,-58,20
"1701","New York","Rensselaer County",-50,-23,-25,-54,-36,12
"1702","New York","Richmond County",-59,-31,-48,-60,-42,17
"1703","New York","Rockland County",-67,-35,-49,-68,-47,20
"1704","New York","Saratoga County",-60,-29,-48,-52,-35,13
"1705","New York","Schenectady County",-46,-24,-20,-48,-31,12
"1706","New York","Schoharie County",-38,-22,NA,NA,-19,3
"1707","New York","Schuyler County",-35,-4,NA,NA,-29,NA
"1708","New York","Seneca County",-42,31,NA,-67,-34,15
"1709","New York","St. Lawrence County",-45,-22,-47,NA,-30,11
"1710","New York","Steuben County",-39,-23,-12,-22,-29,10
"1711","New York","Suffolk County",-58,-31,-42,-70,-41,16
"1712","New York","Sullivan County",-40,-8,NA,NA,-34,18
"1713","New York","Tioga County",-63,-15,NA,NA,-35,19
"1714","New York","Tompkins County",-59,-34,28,-50,-48,28
"1715","New York","Ulster County",-53,-30,-41,-69,-35,14
"1716","New York","Warren County",-56,-21,-46,-43,-36,18
"1717","New York","Washington County",-48,-19,NA,NA,-24,17
"1718","New York","Wayne County",-31,-8,NA,NA,-30,13
"1719","New York","Westchester County",-64,-37,-47,-66,-47,18
"1720","New York","Wyoming County",-26,-4,NA,NA,-21,19
"1721","New York","Yates County",-34,-13,NA,NA,-31,NA
"1722","North Carolina","Total",-40,-15,13,-51,-35,10
"1723","North Carolina","Alamance County",-39,-7,34,-18,-33,9
"1724","North Carolina","Alexander County",-24,10,NA,NA,-23,12
"1725","North Carolina","Alleghany County",-31,-11,NA,NA,-22,NA
"1726","North Carolina","Anson County",-43,2,NA,NA,-21,NA
"1727","North Carolina","Ashe County",-5,1,NA,NA,-29,NA
"1728","North Carolina","Avery County",-50,-18,NA,NA,-28,NA
"1729","North Carolina","Beaufort County",-22,-7,58,NA,-25,13
"1730","North Carolina","Bertie County",105,-3,NA,NA,-20,NA
"1731","North Carolina","Bladen County",-14,5,-27,NA,-21,12
"1732","North Carolina","Brunswick County",-27,-11,26,-33,-33,8
"1733","North Carolina","Buncombe County",-60,-30,-9,-70,-45,13
"1734","North Carolina","Burke County",-26,-3,30,NA,-24,7
"1735","North Carolina","Cabarrus County",-50,-26,6,-33,-41,12
"1736","North Carolina","Caldwell County",-20,-8,-2,NA,-29,7
"1737","North Carolina","Camden County",-41,NA,NA,NA,-30,NA
"1738","North Carolina","Carteret County",-25,-13,-2,NA,-33,8
"1739","North Carolina","Caswell County",-25,38,NA,NA,-32,NA
"1740","North Carolina","Catawba County",-41,-8,49,-11,-29,8
"1741","North Carolina","Chatham County",-21,-20,0,NA,-35,17
"1742","North Carolina","Cherokee County",-33,-14,NA,NA,-43,1
"1743","North Carolina","Chowan County",-11,-1,NA,NA,-12,NA
"1744","North Carolina","Clay County",-26,-14,NA,NA,-32,NA
"1745","North Carolina","Cleveland County",-33,-5,8,NA,-27,7
"1746","North Carolina","Columbus County",-19,3,NA,NA,-23,10
"1747","North Carolina","Craven County",-30,-2,35,-25,-32,7
"1748","North Carolina","Cumberland County",-31,-11,18,-32,-34,8
"1749","North Carolina","Currituck County",-14,-7,NA,NA,-27,8
"1750","North Carolina","Dare County",-45,-27,3,NA,-31,12
"1751","North Carolina","Davidson County",-32,-12,60,-18,-31,9
"1752","North Carolina","Davie County",-28,-9,NA,-27,-30,14
"1753","North Carolina","Duplin County",-34,-3,NA,-20,-25,11
"1754","North Carolina","Durham County",-50,-28,-7,-36,-43,13
"1755","North Carolina","Edgecombe County",-9,12,NA,NA,-26,12
"1756","North Carolina","Forsyth County",-45,-28,57,-17,-39,11
"1757","North Carolina","Franklin County",-21,-8,NA,NA,-39,16
"1758","North Carolina","Gaston County",-38,-26,-7,NA,-33,10
"1759","North Carolina","Gates County",NA,NA,NA,NA,-28,NA
"1760","North Carolina","Graham County",NA,NA,NA,NA,-30,NA
"1761","North Carolina","Granville County",-18,-14,NA,NA,-32,16
"1762","North Carolina","Greene County",-37,-6,-14,NA,-31,NA
"1763","North Carolina","Guilford County",-47,-29,20,-42,-39,12
"1764","North Carolina","Halifax County",-23,-8,NA,NA,-20,11
"1765","North Carolina","Harnett County",-23,-3,0,-9,-32,8
"1766","North Carolina","Haywood County",-40,-21,24,-19,-35,9
"1767","North Carolina","Henderson County",-49,-26,25,-46,-38,11
"1768","North Carolina","Hertford County",-46,9,NA,NA,-25,NA
"1769","North Carolina","Hoke County",-14,3,NA,NA,-29,14
"1770","North Carolina","Iredell County",-35,-7,38,-15,-31,8
"1771","North Carolina","Jackson County",-40,-25,17,NA,-51,15
"1772","North Carolina","Johnston County",-36,-14,21,-14,-33,9
"1773","North Carolina","Jones County",NA,-8,NA,NA,-22,NA
"1774","North Carolina","Lee County",-25,1,NA,NA,-27,14
"1775","North Carolina","Lenoir County",-30,-4,NA,NA,-25,12
"1776","North Carolina","Lincoln County",-16,-2,-31,NA,-32,7
"1777","North Carolina","Macon County",-33,-8,-7,NA,-38,13
"1778","North Carolina","Madison County",-38,-20,NA,NA,-28,NA
"1779","North Carolina","Martin County",-21,0,NA,NA,-28,NA
"1780","North Carolina","McDowell County",-20,-2,35,-23,-18,12
"1781","North Carolina","Mecklenburg County",-53,-23,1,-70,-43,13
"1782","North Carolina","Mitchell County",-26,-10,NA,NA,-24,NA
"1783","North Carolina","Montgomery County",-21,24,9,-19,-24,-1
"1784","North Carolina","Moore County",-40,-11,21,NA,-39,9
"1785","North Carolina","Nash County",-32,-1,-39,-16,-29,7
"1786","North Carolina","New Hanover County",-43,-17,12,-63,-34,9
"1787","North Carolina","Northampton County",-62,22,NA,NA,-18,NA
"1788","North Carolina","Onslow County",-30,-5,25,-61,-29,7
"1789","North Carolina","Orange County",-56,-39,-20,-50,-44,14
"1790","North Carolina","Pamlico County",-15,15,NA,NA,-29,NA
"1791","North Carolina","Pasquotank County",-24,-9,NA,-49,-31,14
"1792","North Carolina","Pender County",-17,-2,NA,NA,-27,14
"1793","North Carolina","Perquimans County",-47,-10,NA,NA,-24,NA
"1794","North Carolina","Person County",-21,15,NA,NA,-31,15
"1795","North Carolina","Pitt County",-47,-20,6,-38,-32,9
"1796","North Carolina","Polk County",-43,-14,NA,NA,-34,NA
"1797","North Carolina","Randolph County",-38,-6,-13,NA,-25,8
"1798","North Carolina","Richmond County",-31,-2,NA,NA,-26,10
"1799","North Carolina","Robeson County",-27,-3,NA,-21,-26,6
"1800","North Carolina","Rockingham County",-20,-3,-12,-8,-30,8
"1801","North Carolina","Rowan County",-38,-6,66,-28,-30,8
"1802","North Carolina","Rutherford County",-34,-8,-10,NA,-29,9
"1803","North Carolina","Sampson County",-14,4,NA,NA,-24,11
"1804","North Carolina","Scotland County",-25,-4,NA,NA,-30,11
"1805","North Carolina","Stanly County",-18,-13,NA,NA,-32,12
"1806","North Carolina","Stokes County",-33,-6,-25,NA,-26,12
"1807","North Carolina","Surry County",-24,-3,-20,-9,-29,12
"1808","North Carolina","Swain County",-77,9,-31,NA,-52,NA
"1809","North Carolina","Transylvania County",-28,-11,14,NA,-37,6
"1810","North Carolina","Union County",-33,-18,4,-17,-38,11
"1811","North Carolina","Vance County",-24,0,NA,NA,-28,13
"1812","North Carolina","Wake County",-51,-31,-1,-74,-43,13
"1813","North Carolina","Warren County",-4,18,NA,NA,-20,NA
"1814","North Carolina","Washington County",-29,8,NA,NA,-15,NA
"1815","North Carolina","Watauga County",-55,-38,56,NA,-49,17
"1816","North Carolina","Wayne County",-30,-5,22,-30,-24,7
"1817","North Carolina","Wilkes County",-26,3,-49,NA,-25,10
"1818","North Carolina","Wilson County",-27,-7,-11,NA,-26,7
"1819","North Carolina","Yadkin County",-47,-7,NA,NA,-31,11
"1820","North Carolina","Yancey County",-31,-7,NA,NA,-31,NA
"1821","North Dakota","Total",-44,-13,73,-36,-24,9
"1822","North Dakota","Barnes County",-22,NA,NA,NA,-25,NA
"1823","North Dakota","Bottineau County",-39,NA,NA,NA,-35,NA
"1824","North Dakota","Burleigh County",-44,-14,26,-56,-25,11
"1825","North Dakota","Cass County",-54,-26,69,-34,-30,12
"1826","North Dakota","Dunn County",-56,-18,-26,NA,NA,NA
"1827","North Dakota","Grand Forks County",-46,-20,-48,-38,-28,20
"1828","North Dakota","McKenzie County",-40,-15,NA,-25,-14,NA
"1829","North Dakota","McLean County",-63,NA,NA,NA,-26,NA
"1830","North Dakota","Mercer County",NA,10,NA,NA,-27,NA
"1831","North Dakota","Morton County",-33,2,NA,-12,-24,17
"1832","North Dakota","Mountrail County",-35,-14,NA,NA,-27,NA
"1833","North Dakota","Pembina County",NA,NA,NA,NA,-22,NA
"1834","North Dakota","Ramsey County",-39,-27,NA,NA,-29,NA
"1835","North Dakota","Ransom County",NA,NA,NA,NA,-13,NA
"1836","North Dakota","Richland County",-42,-4,NA,NA,-23,NA
"1837","North Dakota","Rolette County",-33,NA,NA,NA,-37,NA
"1838","North Dakota","Stark County",-29,18,NA,NA,-10,14
"1839","North Dakota","Stutsman County",-25,-15,NA,NA,-15,NA
"1840","North Dakota","Traill County",NA,NA,NA,NA,-31,NA
"1841","North Dakota","Walsh County",-26,NA,NA,NA,-22,NA
"1842","North Dakota","Ward County",-38,-12,NA,-35,-23,18
"1843","North Dakota","Williams County",-30,-6,NA,-25,-21,14
"1844","Ohio","Total",-43,-19,117,-33,-35,10
"1845","Ohio","Adams County",-25,-4,NA,NA,-22,-2
"1846","Ohio","Allen County",-48,-25,13,-31,-29,10
"1847","Ohio","Ashland County",-38,-12,NA,NA,-28,19
"1848","Ohio","Ashtabula County",-28,-11,-1,-23,-22,8
"1849","Ohio","Athens County",-50,-20,NA,NA,-44,20
"1850","Ohio","Auglaize County",-49,-19,NA,NA,-27,23
"1851","Ohio","Belmont County",-37,-7,NA,-28,-27,18
"1852","Ohio","Brown County",-30,-17,NA,NA,-25,19
"1853","Ohio","Butler County",-45,-20,136,-6,-35,10
"1854","Ohio","Carroll County",-32,-14,NA,NA,-32,0
"1855","Ohio","Champaign County",-34,-15,NA,NA,-33,22
"1856","Ohio","Clark County",-33,-20,NA,-19,-34,9
"1857","Ohio","Clermont County",-40,-22,126,NA,-37,10
"1858","Ohio","Clinton County",-40,-11,NA,30,-34,22
"1859","Ohio","Columbiana County",-29,-6,NA,NA,-31,8
"1860","Ohio","Coshocton County",-26,-5,NA,NA,-27,15
"1861","Ohio","Crawford County",-32,-20,NA,NA,-38,19
"1862","Ohio","Cuyahoga County",-48,-20,137,-47,-36,10
"1863","Ohio","Darke County",-30,-11,NA,NA,-28,20
"1864","Ohio","Defiance County",-47,-31,NA,NA,-33,23
"1865","Ohio","Delaware County",-59,-33,171,-32,-43,12
"1866","Ohio","Erie County",-47,-22,2,NA,-44,15
"1867","Ohio","Fairfield County",-44,-18,61,NA,-36,10
"1868","Ohio","Fayette County",-40,-25,NA,-20,-26,9
"1869","Ohio","Franklin County",-46,-22,106,-47,-40,11
"1870","Ohio","Fulton County",-42,-20,NA,-38,-34,24
"1871","Ohio","Gallia County",-25,-17,NA,2,-22,NA
"1872","Ohio","Geauga County",-37,-23,10,NA,-36,23
"1873","Ohio","Greene County",-48,-21,113,NA,-42,11
"1874","Ohio","Guernsey County",-31,-25,NA,-20,-25,15
"1875","Ohio","Hamilton County",-45,-18,139,-16,-37,10
"1876","Ohio","Hancock County",-51,-30,NA,-28,-45,25
"1877","Ohio","Hardin County",-26,-10,NA,NA,-32,13
"1878","Ohio","Harrison County",-28,2,NA,NA,-22,NA
"1879","Ohio","Henry County",-38,-18,NA,-26,-29,13
"1880","Ohio","Highland County",-15,-9,NA,NA,-30,19
"1881","Ohio","Hocking County",-30,3,25,NA,-31,-3
"1882","Ohio","Holmes County",-26,-18,NA,NA,-24,-1
"1883","Ohio","Huron County",-41,-16,NA,NA,-36,19
"1884","Ohio","Jackson County",-22,-9,NA,-22,-22,-1
"1885","Ohio","Jefferson County",-26,-18,NA,-15,-27,15
"1886","Ohio","Knox County",-28,-15,NA,NA,-33,20
"1887","Ohio","Lake County",-47,-22,146,-43,-32,10
"1888","Ohio","Lawrence County",-26,-14,NA,NA,-25,16
"1889","Ohio","Licking County",-35,-18,39,-24,-32,9
"1890","Ohio","Logan County",-32,4,NA,NA,-41,26
"1891","Ohio","Lorain County",-42,-15,-8,-60,-35,10
"1892","Ohio","Lucas County",-52,-25,78,-21,-35,10
"1893","Ohio","Madison County",-28,-12,NA,-16,-38,22
"1894","Ohio","Mahoning County",-42,-17,-25,-24,-36,9
"1895","Ohio","Marion County",-39,-19,NA,NA,-35,19
"1896","Ohio","Medina County",-45,-19,NA,-26,-37,11
"1897","Ohio","Meigs County",-31,NA,NA,NA,-24,NA
"1898","Ohio","Mercer County",-44,-16,NA,NA,-30,24
"1899","Ohio","Miami County",-39,-20,-7,NA,-32,10
"1900","Ohio","Monroe County",-46,-17,NA,NA,-38,NA
"1901","Ohio","Montgomery County",-44,-16,104,-32,-36,10
"1902","Ohio","Morgan County",-42,0,NA,NA,-39,NA
"1903","Ohio","Morrow County",-36,-13,NA,-35,-29,20
"1904","Ohio","Muskingum County",-37,-22,NA,-22,-26,7
"1905","Ohio","Noble County",-55,-15,NA,-24,-33,NA
"1906","Ohio","Ottawa County",-30,-2,NA,NA,-27,21
"1907","Ohio","Paulding County",-51,-7,NA,NA,-26,NA
"1908","Ohio","Perry County",-10,-5,NA,NA,-20,10
"1909","Ohio","Pickaway County",-27,-12,NA,-8,-28,20
"1910","Ohio","Pike County",-31,-15,NA,NA,-32,NA
"1911","Ohio","Portage County",-41,-14,26,-43,-35,10
"1912","Ohio","Preble County",-30,-22,NA,-18,-32,22
"1913","Ohio","Putnam County",-41,-8,NA,NA,-34,16
"1914","Ohio","Richland County",-50,-23,NA,-25,-33,9
"1915","Ohio","Ross County",-37,-10,-28,-7,-28,17
"1916","Ohio","Sandusky County",-43,-16,NA,-47,-30,22
"1917","Ohio","Scioto County",-29,-18,NA,NA,-20,15
"1918","Ohio","Seneca County",-35,-19,NA,NA,-37,23
"1919","Ohio","Shelby County",-27,-29,NA,-22,-31,23
"1920","Ohio","Stark County",-40,-18,167,10,-32,9
"1921","Ohio","Summit County",-42,-17,139,-24,-36,10
"1922","Ohio","Trumbull County",-36,-9,80,-12,-30,8
"1923","Ohio","Tuscarawas County",-31,-12,NA,NA,-31,8
"1924","Ohio","Union County",-46,-22,NA,NA,-35,30
"1925","Ohio","Van Wert County",-39,-25,NA,NA,-27,19
"1926","Ohio","Vinton County",-56,2,NA,NA,-35,NA
"1927","Ohio","Warren County",-47,-17,23,-21,-40,11
"1928","Ohio","Washington County",-41,-18,NA,NA,-34,19
"1929","Ohio","Wayne County",-43,-18,NA,-33,-32,10
"1930","Ohio","Williams County",-38,-20,NA,-42,-38,23
"1931","Ohio","Wood County",-51,-37,-7,-23,-36,11
"1932","Ohio","Wyandot County",-41,-5,NA,-21,-45,6
"1933","Oklahoma","Total",-36,-12,29,-23,-32,9
"1934","Oklahoma","Adair County",-3,8,NA,NA,-23,NA
"1935","Oklahoma","Atoka County",-19,-19,NA,-26,-27,NA
"1936","Oklahoma","Beckham County",-20,-9,NA,-10,-13,NA
"1937","Oklahoma","Blaine County",-12,-1,NA,NA,-23,NA
"1938","Oklahoma","Bryan County",-30,-25,NA,-21,-34,15
"1939","Oklahoma","Caddo County",-17,-1,NA,-10,-35,NA
"1940","Oklahoma","Canadian County",-33,-20,85,-9,-37,10
"1941","Oklahoma","Carter County",-27,1,NA,-16,-29,14
"1942","Oklahoma","Cherokee County",-26,-5,-38,NA,-33,17
"1943","Oklahoma","Choctaw County",-22,-6,NA,NA,-21,NA
"1944","Oklahoma","Cleveland County",-46,-22,26,NA,-39,11
"1945","Oklahoma","Coal County",NA,NA,NA,NA,-28,NA
"1946","Oklahoma","Comanche County",-38,-9,66,5,-38,9
"1947","Oklahoma","Cotton County",NA,-23,NA,-43,-33,NA
"1948","Oklahoma","Craig County",-14,-21,NA,8,-24,NA
"1949","Oklahoma","Creek County",-22,-7,-18,NA,-31,10
"1950","Oklahoma","Custer County",-32,-7,NA,-6,-28,NA
"1951","Oklahoma","Delaware County",-16,20,NA,-13,-20,12
"1952","Oklahoma","Garfield County",-38,-19,-36,-20,-23,13
"1953","Oklahoma","Garvin County",-18,-3,-27,-16,-19,-4
"1954","Oklahoma","Grady County",-37,2,NA,NA,-37,16
"1955","Oklahoma","Greer County",NA,NA,NA,NA,-38,NA
"1956","Oklahoma","Haskell County",-17,14,NA,NA,-30,NA
"1957","Oklahoma","Hughes County",-19,8,NA,NA,-29,NA
"1958","Oklahoma","Jackson County",-29,0,NA,NA,-25,9
"1959","Oklahoma","Jefferson County",NA,5,NA,NA,-41,NA
"1960","Oklahoma","Johnston County",-47,0,NA,NA,-26,NA
"1961","Oklahoma","Kay County",-22,11,NA,-25,-32,13
"1962","Oklahoma","Kingfisher County",-8,NA,NA,NA,-33,NA
"1963","Oklahoma","Kiowa County",-15,-4,NA,NA,-20,NA
"1964","Oklahoma","Latimer County",-19,-10,NA,NA,-32,NA
"1965","Oklahoma","Le Flore County",-18,-5,NA,NA,-23,10
"1966","Oklahoma","Lincoln County",-29,4,NA,NA,-31,12
"1967","Oklahoma","Logan County",-18,-3,NA,-16,-26,17
"1968","Oklahoma","Love County",-37,-9,NA,NA,-44,NA
"1969","Oklahoma","Major County",NA,NA,NA,NA,-24,NA
"1970","Oklahoma","Marshall County",-13,6,NA,NA,-27,NA
"1971","Oklahoma","Mayes County",-22,-3,NA,-17,-25,14
"1972","Oklahoma","McClain County",-30,-13,NA,-42,-38,17
"1973","Oklahoma","McCurtain County",-23,-2,-11,-18,-18,9
"1974","Oklahoma","McIntosh County",-15,25,NA,8,-22,NA
"1975","Oklahoma","Murray County",-16,7,-22,NA,-30,NA
"1976","Oklahoma","Muskogee County",-30,-10,1,-8,-24,14
"1977","Oklahoma","Noble County",-42,-9,NA,-50,-33,NA
"1978","Oklahoma","Nowata County",-8,-2,NA,-62,-29,NA
"1979","Oklahoma","Okfuskee County",-32,-4,NA,-20,-31,NA
"1980","Oklahoma","Oklahoma County",-43,-16,24,-37,-35,10
"1981","Oklahoma","Okmulgee County",-21,-6,NA,-17,-25,13
"1982","Oklahoma","Osage County",-25,7,-38,NA,-39,15
"1983","Oklahoma","Ottawa County",-21,-3,NA,NA,-35,8
"1984","Oklahoma","Pawnee County",-29,-25,NA,NA,-28,NA
"1985","Oklahoma","Payne County",-44,-19,22,NA,-41,18
"1986","Oklahoma","Pittsburg County",-40,-2,NA,-42,-24,12
"1987","Oklahoma","Pontotoc County",-31,-15,NA,NA,-34,16
"1988","Oklahoma","Pottawatomie County",-36,-7,-35,NA,-35,11
"1989","Oklahoma","Pushmataha County",-18,-1,NA,NA,-17,NA
"1990","Oklahoma","Rogers County",-29,-3,-10,NA,-32,11
"1991","Oklahoma","Seminole County",-22,-1,NA,-30,-22,NA
"1992","Oklahoma","Sequoyah County",-26,11,NA,-11,-32,14
"1993","Oklahoma","Stephens County",-35,-12,NA,NA,-29,13
"1994","Oklahoma","Texas County",-30,-4,NA,-13,-24,NA
"1995","Oklahoma","Tillman County",-12,-8,NA,NA,-30,NA
"1996","Oklahoma","Tulsa County",-42,-18,-22,-22,-36,10
"1997","Oklahoma","Wagoner County",-21,7,NA,NA,-35,10
"1998","Oklahoma","Washington County",-30,-7,NA,NA,-26,15
"1999","Oklahoma","Washita County",NA,-17,NA,NA,-28,NA
"2000","Oklahoma","Woods County",-12,NA,24,NA,-38,NA
"2001","Oklahoma","Woodward County",-25,-7,NA,NA,-25,NA
"2002","Oregon","Total",-51,-25,-22,-47,-38,12
"2003","Oregon","Baker County",-44,-14,NA,-12,-31,NA
"2004","Oregon","Benton County",-60,-35,-5,-51,-46,25
"2005","Oregon","Clackamas County",-51,-23,-15,-44,-38,13
"2006","Oregon","Clatsop County",-60,-34,-58,-61,-44,17
"2007","Oregon","Columbia County",-44,-22,2,NA,-34,19
"2008","Oregon","Coos County",-45,-24,-48,NA,-38,15
"2009","Oregon","Crook County",-30,-15,NA,NA,-29,-1
"2010","Oregon","Curry County",-48,-26,-24,NA,-35,NA
"2011","Oregon","Deschutes County",-50,-24,-10,-66,-42,11
"2012","Oregon","Douglas County",-38,-18,-10,-13,-33,9
"2013","Oregon","Grant County",-72,-19,NA,NA,-30,NA
"2014","Oregon","Harney County",-38,11,NA,NA,-20,NA
"2015","Oregon","Hood River County",-56,-11,-12,NA,-51,NA
"2016","Oregon","Jackson County",-46,-19,12,-49,-34,9
"2017","Oregon","Jefferson County",-38,-13,NA,-32,-36,0
"2018","Oregon","Josephine County",-40,-19,27,-33,-30,9
"2019","Oregon","Klamath County",-37,-11,21,-14,-33,8
"2020","Oregon","Lake County",-67,NA,NA,NA,-26,NA
"2021","Oregon","Lane County",-52,-28,-29,-65,-40,12
"2022","Oregon","Lincoln County",-62,-29,-53,NA,-52,17
"2023","Oregon","Linn County",-44,-25,-9,-29,-32,11
"2024","Oregon","Malheur County",-33,-15,NA,2,-23,7
"2025","Oregon","Marion County",-48,-23,-26,-33,-34,12
"2026","Oregon","Morrow County",-51,NA,NA,-7,-19,NA
"2027","Oregon","Multnomah County",-61,-29,-23,-58,-41,14
"2028","Oregon","Polk County",-42,-23,-5,NA,-39,13
"2029","Oregon","Sherman County",NA,NA,NA,-37,NA,NA
"2030","Oregon","Tillamook County",-61,-27,-50,NA,-37,-1
"2031","Oregon","Umatilla County",-30,-6,-13,-23,-28,8
"2032","Oregon","Union County",-39,-35,NA,-17,-29,0
"2033","Oregon","Wallowa County",-63,-14,NA,NA,-30,NA
"2034","Oregon","Wasco County",-45,-22,-9,NA,-41,7
"2035","Oregon","Washington County",-53,-31,-6,-47,-41,14
"2036","Oregon","Yamhill County",-42,-24,11,-63,-39,12
"2037","Pennsylvania","Total",-50,-27,7,-52,-38,12
"2038","Pennsylvania","Adams County",-58,-29,0,NA,-41,16
"2039","Pennsylvania","Allegheny County",-51,-21,83,-56,-41,11
"2040","Pennsylvania","Armstrong County",-27,-17,NA,NA,-26,18
"2041","Pennsylvania","Beaver County",-42,-20,-59,-44,-37,10
"2042","Pennsylvania","Bedford County",-41,-9,NA,-77,-26,17
"2043","Pennsylvania","Berks County",-53,-32,-21,-24,-37,13
"2044","Pennsylvania","Blair County",-50,-16,-36,-25,-31,9
"2045","Pennsylvania","Bradford County",-37,-14,NA,NA,-19,17
"2046","Pennsylvania","Bucks County",-52,-36,-8,-51,-40,14
"2047","Pennsylvania","Butler County",-49,-51,-4,-14,-40,11
"2048","Pennsylvania","Cambria County",-38,-14,NA,NA,-28,7
"2049","Pennsylvania","Carbon County",-47,-7,-31,NA,-35,19
"2050","Pennsylvania","Centre County",-71,-45,-24,-44,-54,16
"2051","Pennsylvania","Chester County",-54,-38,-44,-72,-41,14
"2052","Pennsylvania","Clarion County",-43,-18,NA,NA,-27,10
"2053","Pennsylvania","Clearfield County",-33,-18,-34,-21,-23,13
"2054","Pennsylvania","Clinton County",-34,-12,NA,-29,-20,18
"2055","Pennsylvania","Columbia County",-44,-20,NA,-26,-28,20
"2056","Pennsylvania","Crawford County",-33,-7,NA,NA,-31,18
"2057","Pennsylvania","Cumberland County",-53,-25,-15,-25,-37,13
"2058","Pennsylvania","Dauphin County",-55,-32,-18,-57,-35,12
"2059","Pennsylvania","Delaware County",-50,-28,13,-43,-40,14
"2060","Pennsylvania","Elk County",-26,-18,NA,NA,-33,8
"2061","Pennsylvania","Erie County",-45,-13,127,-30,-32,9
"2062","Pennsylvania","Fayette County",-35,-7,-34,NA,-31,8
"2063","Pennsylvania","Franklin County",-41,-19,-40,-21,-30,10
"2064","Pennsylvania","Fulton County",-59,-27,NA,-70,-33,NA
